"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"Fusobacterium.nucleatum",0.000192009184078289,0.000453405590416402,0.177399686787924,-2.82239212906896,4.72025602044985,0.411400000304908
"Prevotella",0.00191834466858337,0.00115480723557161,0.16497648306526,-3.1041662456237,4.33598212304497,0.420115977077785
"Prevotella.bivia",0.000513393525230941,0.000962416943532562,0.157094473338635,-3.05402886542684,4.31429186086415,0.425000000255755
"Corynebacterium.tuberculostearicum",0.00655369221564838,0.0081122479791369,-0.151586580209588,-4.10650043507814,3.19407498348617,0.431800000231643
"Prevotella.timonensis",0.0161642283410051,0.0118631542259596,0.141924062719899,-3.01427806771306,3.91993606572503,0.435112977624426
"Ureaplasma",0.00943328796913128,0.00924275499096139,0.136217291163567,-3.1846583276886,4.27058887295036,0.428000000245082
"Dialister",0.0136160526454009,0.00877134031682893,0.131612032307947,-3.16579156165024,4.10698011391281,0.4386000002078
"Sneathia.amnii",0.00711819014439197,0.0131755896019497,0.127374851662606,-3.11079289750361,4.55765712835664,0.43340000022601
"Prevotella.disiens",0.0440213007048497,0.0386042955796286,0.127345496553409,-3.21744902845751,4.14166876048717,0.439200000205709
"Pseudomonas.fluorescens.veronii",0.0398881207246273,0.0494722022750418,-0.123989907076218,-3.94768210483208,3.23430507234034,0.442600000193889
"Anaerococcus.lactolyticus",0.018491618129351,0.03140202979089,0.120516376997657,-3.24264249646548,4.84974072527668,0.438312337741214
"Aerococcus.christensenii",0.020675795124907,0.018084544995287,0.117556133173377,-3.408145745936,3.90435619049468,0.438200000209196
"Atopobium.vaginae",0.0661067118439076,0.0459287964139216,0.11739551717407,-3.20446839648504,3.89503881643526,0.447510498077264
"Bacteroidales",0.0303513454917164,0.0225284071345464,0.113465535611566,-3.2902501755663,4.65850515257219,0.439912017799628
"Dialister.micraerophilus",0.0622662763273685,0.0484055584882854,0.108107189501873,-3.09946065551058,3.76109850537344,0.450109978172304
"Lactobacillus.jensenii",0.0500572126902914,0.0290753179918524,-0.107039410488063,-3.99086188377246,3.35105440051402,0.446910618055336
"Lactobacillus.crispatus",0.0154331727605447,0.0203980372510432,-0.0953233253066779,-4.0885958425451,3.45796550734134,0.451400000163545
