"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"pt__00005",0.000967932848282713,2.37312298611671e-05,0.207463713162485,-3.20314225198015,4.30679300425329,0.403800000332994
"pt__00013",0.000707349194078684,9.83451563692794e-05,-0.173846227178865,-4.44250111218584,3.08463314066022,0.419000000277277
"pt__00007",0.0080430378102772,0.00271936171121247,0.166017049481747,-3.02222224593611,3.91937117539645,0.42380000026004
"pt__00009",0.00626649727604182,0.00102266063564994,0.16328672281008,-3.1104691850863,4.34391369638651,0.422115577150588
"pt__00027",0.00258817034797782,0.00195572401829082,-0.150486408513842,-4.24210010176693,2.95666741932051,0.426514697310847
"pt__00030",0.00139749650082342,0.00108585835569064,0.147326194636019,-3.15684438565466,4.50173259843926,0.427800000245792
"pt__00021",0.0100591297857122,0.00598774406979753,0.138310844832398,-3.22746291843485,3.92980559018962,0.438800000207103
"pt__00032",0.0296801359892743,0.0105399076008955,-0.127241240699315,-3.80105887794243,3.40181233082114,0.443400000191116
"pt__00010",0.0693481979470811,0.0476170609366018,-0.110387106068427,-3.84552612307431,3.14511340933001,0.448710258121126
"pt__00011",0.0362880696495232,0.0073932226576353,-0.108546640294434,-4.12532041394351,3.39696613198809,0.447310538069955
"pt__00006",0.0195433852811905,0.0255980429466322,-0.102538125127612,-3.68450105158182,3.15779877488716,0.45000000016835
"pt__00001",0.0416401023861163,0.0122091742511995,-0.0927501654875,-4.36111761518706,3.6099333936309,0.44511097798956
