"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"pt__00019",1.56655562465933e-06,2.24992712904091e-147,0.206991751695021,-2.80293163216713,4.14803411701729,0.403119376460173
"pt__00009",4.84235465329583e-06,4.28813639772821e-143,-0.188568264464911,-4.6617868365021,2.97765693161614,0.41200000030271
"pt__00004",0.00772568098511173,7.12778761113782e-83,-0.156039164640789,-4.03691156740455,3.26710075280555,0.427200000247923
"pt__00090",0.000366398166524137,6.98413684178989e-103,0.155856041896562,-2.88832154592165,4.48392310298249,0.422600000264334
"pt__00056",3.5088466181651e-05,1.55437782597275e-119,0.151107435521343,-3.05159101207163,4.49957535018826,0.420800000270794
"pt__00041",0.000130779861331014,3.00475656579174e-84,-0.14513305627007,-4.57488696567375,3.2924348815071,0.422800000263617
"pt__00014",0.00042999836663236,1.33308637811304e-71,-0.131355363398168,-4.2611645524179,3.2022701857798,0.436400000215487
"pt__00013",0.00271254512638922,9.91148181805722e-54,0.124912852870869,-3.20875215461606,4.05956949198348,0.440511897821537
"pt__00008",0.00588970175426143,4.96021279636998e-46,0.121788219183733,-3.20285834388507,3.72908615814015,0.443800000189731
"pt__00015",0.0188523614443937,1.68621492421041e-33,-0.119485990082754,-3.86006818469923,3.05708531409637,0.443511297931106
"pt__00039",0.00132762169073787,6.19491559663658e-43,-0.119279582833025,-4.5163818866624,3.33014540885079,0.435800000217588
"pt__00055",0.0257086175527212,7.24843367390676e-17,0.109885412721126,-3.43133280965495,4.51818278584779,0.444800000186271
"pt__00068",0.0234956441654999,6.62545536713407e-27,0.107719739014319,-3.28432031224174,4.00313023589797,0.450109978172304
"pt__00058",0.0169468918165446,8.87620534864586e-22,0.107305846090015,-3.48641874691783,4.42791058974218,0.446200000181434
"pt__00006",0.00619227150078514,1.20496896070017e-45,-0.102840506297359,-3.76881129608492,2.98783600411195,0.448000000175229
"pt__00225",0.0511344126328159,5.92966894026857e-06,0.100450752578212,-3.36912786597508,4.08896585567299,0.450200000167663
"pt__00042",0.0326554272692638,2.97223371689368e-07,-0.0977156481962549,-4.1172309586201,3.44406580419362,0.455108978355152
"pt__00034",0.0110276619283186,4.69187223148763e-30,0.0948211225941184,-3.32499336024854,4.41016935056134,0.450400000166977
"pt__00053",0.0441941296483215,2.25136643741327e-15,0.0898489956417188,-3.27307389986824,3.99771267557154,0.456908618420999
"pt__00025",0.00788021793732625,3.09454399397303e-11,-0.0896992228168479,-4.57281530821171,3.35172683471461,0.457908418457587
"pt__00069",0.0211660483461923,3.21864420195823e-22,0.086232516369009,-3.18943016930727,4.28712906802406,0.456400000146447
"pt__00097",0.0887618655627422,4.77690297677273e-08,0.0861301461792908,-3.57763254919579,4.03745302313761,0.455800000148493
"pt__00061",0.10994977373407,2.6029434530327e-05,-0.0802850059959579,-4.09812622552609,3.34606899601959,0.463400000122658
"pt__00002",0.243824245655901,1.1718376783521e-14,-0.0767771319420747,-3.64547331173516,3.1610593073661,0.463800000121303
"pt__00035",0.138246399678584,3.78472882321358e-05,0.076739008856728,-3.38118634919016,3.92097408751299,0.461507698589329
"pt__00010",0.0626038029034977,6.24536119319862e-18,0.0765158643743145,-3.57690973890991,3.87642655251562,0.456908618420999
"pt__00049",0.18482178003714,0.00209948215586369,-0.0755256150032032,-4.15218827219738,3.45793401791193,0.460907818567369
"pt__00079",0.148584647328482,0.00325388233625079,0.0702717987639769,-3.69063436578629,4.15040301829014,0.465906818750402
"pt__00279",0.0724846026311653,3.90444161066744e-05,0.0687116035765228,-3.55294913108119,4.1965572912157,0.462200000126725
"pt__00052",0.156749484100183,0.00936121557807844,-0.0656965974370529,-4.18559161561072,3.61071397078235,0.469306138874905
"pt__00046",0.0729782425282657,0.00303642262898972,-0.0649534598551344,-3.94326236417088,3.32364286116885,0.46910617886758
"pt__00045",0.029220315090672,3.76720669916637e-05,0.0643895338437652,-3.52937526651865,4.34373675393085,0.468400000105756
"pt__00020",0.180336928425935,9.85888917025452e-13,0.0642849619276887,-3.39269707458267,3.70283971536594,0.469906018896879
"pt__00186",0.260746686889779,0.0112408576797212,0.0637556872733766,-3.55321471916365,4.17654804071577,0.468400000105756
"pt__00037",0.133067690395365,2.36200364568135e-06,-0.0635632134664476,-4.10491029996074,3.36565208437219,0.470000000100361
"pt__00036",0.0438358170803435,2.43859363991253e-06,0.061242820470625,-3.57957048055631,4.19405789590122,0.467600000108456
"pt__00040",0.0991835145545857,0.000126352574400294,-0.0605115968695703,-3.97064072109403,3.44815414751284,0.470905818933504
"pt__00017",0.250395681603108,1.17032623011606e-06,0.0595456439235007,-3.40075206431442,3.39573875391276,0.473000000090263
"pt__00668",0.304015196954427,0.044703574847329,0.0589914747748033,-3.4879305404924,4.18280394483126,0.469200000103058
"pt__00024",0.231384180570522,0.00439346523256587,-0.0589629964534624,-4.0029869071379,3.23658134089894,0.471705658962805
"pt__00048",0.198773085484952,0.00883590238112761,0.0569178334045433,-3.71135101749902,4.27479929768532,0.46780000010778
"pt__00021",0.130906870935615,3.06547305326815e-15,-0.0561147557258492,-3.90708444306103,3.54301506652543,0.469400000102384
"pt__00050",0.24647520311131,0.0139116143494173,-0.0558493275183507,-4.13528691214587,3.64130346033414,0.473905219043394
"pt__00102",0.284459016252391,0.0234311546908708,-0.0528987263772333,-4.06103022985759,3.63771835485118,0.47250549899211
"pt__00121",0.475018444891323,0.0424772664695539,0.0522582155555766,-3.84486589027588,3.92710688015846,0.474905019080029
"pt__00022",0.124164616405662,0.00955373999903463,-0.0515087366066444,-4.74578770861647,3.69834639587196,0.471200000096319
"pt__00032",0.175304004913765,0.0176196748051723,-0.0510707434142702,-4.23173113577397,3.68680312498091,0.478400000072134
"pt__00082",0.225531325055076,0.00168226412470979,-0.0508952403014088,-4.05717446685678,3.33433113632005,0.473000000090263
"pt__00005",0.300508614794884,0.000258949342889104,-0.0490555968398036,-3.77806700663486,3.49754795951144,0.477200000076158
"pt__00260",0.22893615715121,0.021187854885021,0.0482372763046069,-3.77400636095366,4.21807371233894,0.474105179050721
"pt__00054",0.112629678187107,0.0168948973474196,-0.0481680263780766,-4.12273899043983,3.33454041364903,0.476000000080185
"pt__00091",0.43652192080743,0.0274479615659556,0.0476872331700983,-3.52907478003685,3.77760122538528,0.477600000074817
"pt__00104",0.421794323016781,0.0448106397265257,0.0473181506098293,-3.7223600269771,3.98801042865815,0.476400000078842
"pt__00028",0.511934050552751,0.0259702123109915,0.0459439164652779,-3.59138800552724,3.77492273539207,0.477104579160631
"pt__00198",0.513024654216464,0.0376177755771898,-0.044002636587687,-3.9776302214814,3.84875105920407,0.477600000074817
"pt__00208",0.355521855447126,0.0238411035569309,-0.0427198321800865,-3.91921423962096,3.49783993590022,0.480503899285216
"pt__00027",0.305076515444544,0.00947615799716194,-0.0413318368705947,-3.90171518145714,3.67954722965597,0.4797040592559
"pt__00023",0.446964555630238,0.040900711629693,0.0386837011475618,-3.28642044411558,4.17127718036292,0.483103379380499
"pt__00011",0.472544858569549,0.0402149575624605,0.0380917778486899,-3.81803127091352,4.0214734228176,0.478104379197271
"pt__00085",0.383962881363072,0.0374031314638076,-0.0367033869061318,-4.10215674107639,3.57699829132345,0.481703659329192
"pt__00057",0.270625730021819,0.0319780680682403,0.0365702383020164,-3.45738791086312,4.2392062304631,0.481600000061417
"pt__00075",0.421956880425285,0.0212074243520893,-0.0364015633821041,-3.8091296688439,3.55992034368823,0.480703859292545
"pt__00026",0.376421751229249,0.0205417104171407,0.0358252386552442,-3.66692166157753,4.1494004952765,0.479200000069454
"pt__00066",0.346593247513539,0.0321754571106664,0.0311926766394665,-3.71441933240675,3.94119890091326,0.486800000044031
"pt__00060",0.364054819374774,0.047984220879774,0.0265473967990172,-3.6669100217101,3.87683902537675,0.48530293946113
"pt__00125",0.382956224761869,0.0353126789706446,-0.0265190286451492,-4.06714914283003,3.59405768164105,0.486902619519775
"pt__00007",0.542850765373934,0.007388109574946,-0.0184552233625633,-3.60327367791994,3.60419225478261,0.491800000027341
"pt__00003",0.780537166075804,0.0478984504806177,-0.0159113008917039,-3.47506219701719,3.59271842856907,0.491701659695724
