"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"pt__00011",5.65827091855399e-13,2.99328936225326e-231,-0.221416394509723,-4.2066450359255,3.28865085058397,0.395920816199331
"pt__00010",6.75662102482535e-08,4.35376127538383e-126,-0.15682200289325,-3.98731424243514,2.994507247878,0.428514297383733
"pt__00005",9.99671266431934e-07,5.05728838040779e-110,0.146274802847322,-3.16010708360447,4.05466184964146,0.433713257573349
"pt__00003",5.05596131468026e-06,3.74354619950323e-74,-0.11216454798388,-3.7967618790065,3.11405476817731,0.445800000182815
"pt__00030",0.000114822619443864,1.90100714732694e-39,0.111733587321961,-3.04476013877989,4.19803397056033,0.448800000172476
"pt__00001",3.97826862309514e-08,1.6026986465928e-91,-0.102023059203346,-4.68607785843449,3.58136364781348,0.444711057974946
"pt__00013",0.00528696676903898,4.18418773974485e-35,-0.0933316999794455,-3.72005944282852,3.19747678751368,0.456600000145765
"pt__00006",0.0222315006567346,2.7765291655549e-19,-0.083583073968715,-3.58837547932528,3.36156130476548,0.461400000129438
"pt__00015",0.00439280481989015,7.59071211943547e-13,0.081490839635957,-3.16665706956416,3.7719976630189,0.462000000127403
"pt__00008",0.0577805914805398,5.08386261055954e-16,-0.0789589111980554,-3.60101926698589,3.33598182868921,0.463507298662537
"pt__00035",0.000997146042536566,2.47542068135175e-23,0.0785984353425056,-3.32464403497337,3.93038926834034,0.458308338472223
"pt__00012",0.0442642394635376,8.70678198394646e-13,-0.0780399985417903,-3.61720417730177,3.28825865334471,0.462000000127403
"pt__00036",0.0154011368746208,1.05724903873361e-10,0.0751248233608014,-3.27793579777642,3.98993478313731,0.461707658596649
"pt__00017",0.00804817983398887,4.85264740563693e-09,0.0729104310014894,-3.21137427571244,3.74252041803503,0.463800000121303
"pt__00021",0.00684628706977219,1.30424276387153e-12,0.0611899042874186,-3.23256673976191,3.93505092252705,0.468706258852931
"pt__00050",0.0441079419778839,2.17523686455396e-06,0.05660615490178,-3.37154701051,3.83564910355007,0.471400000095647
"pt__00007",0.0248307742110662,2.85662337914983e-14,0.0543852687385507,-3.14612571849771,3.56934929482406,0.475904819116665
"pt__00002",0.178654034352968,1.11183296257859e-06,-0.0505256247188221,-3.92452686815597,3.70198646642678,0.476104779123992
"pt__00048",0.180431063274419,0.0170418235210122,0.0502800628295012,-3.40283747374281,3.75966602689511,0.473600000088246
"pt__00009",0.0764794332758674,1.23545449244999e-08,0.0499469580444362,-3.20814047715461,3.93822129264786,0.474905019080029
"pt__00004",0.297521546008373,4.02352243733006e-07,-0.0443333185440467,-3.78395256371346,3.88028966365252,0.478504299211928
"pt__00068",0.150850712289961,0.00332865046573647,0.0432225735612103,-3.33743255870818,3.97302977132261,0.479104179233914
"pt__00022",0.160363035284879,0.000535153462990337,-0.0429651159871516,-3.56768598084558,3.71539560173557,0.480103979270558
"pt__00029",0.115414576988988,0.00206901066643522,0.038282810475978,-3.59921264166483,3.79771500561889,0.481703659329192
"pt__00027",0.361562519796502,0.0479058343298654,-0.0356851180705853,-3.55093662538083,3.83852697996533,0.481400000062086
"pt__00031",0.394434157222906,0.0279200293088953,0.0350112905831638,-3.67811689209164,4.05570394729672,0.483200000056063
"pt__00016",0.586943698567077,0.0138006155274192,-0.0307982570967866,-3.65108129353451,3.63105131983568,0.48560000004804
"pt__00025",0.210133535213973,0.0247030098020244,0.0236631905259104,-3.35436156127669,3.81654605173329,0.490200000032679
"pt__00020",0.30285850996705,0.00476084776643473,0.0208281873205789,-3.60696283254668,3.72632979548132,0.490600000031345
"pt__00018",0.280909906540224,0.0440224079020009,0.0167863552343936,-3.4882304873931,3.63884949694825,0.492800000024005
