"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"pt__00006",7.21814243938419e-06,2.41438148642449e-198,0.216877199689951,-2.75622715415842,4.29189528858814,0.400800000344216
"pt__00017",1.11109998703215e-06,8.24773910685607e-171,-0.206963883730338,-4.20823520610891,3.00875271556926,0.409318136685154
"pt__00022",2.11841261350207e-07,1.65017780830964e-178,-0.194941889176887,-4.21882001919931,3.05259937850274,0.407600000318891
"pt__00048",4.00322783052536e-05,4.97772261010458e-119,0.18825017469275,-3.02589462340211,4.43784320176337,0.408800000314462
"pt__00010",0.000569598247917542,2.4886507557722e-116,-0.181249916891402,-4.00672691588698,3.00321391710374,0.41811637700501
"pt__00009",0.000963646189442769,2.92271892415843e-108,0.155901492572878,-2.91280996835001,3.79606375189506,0.434000000223901
"pt__00002",0.000238782198368935,7.15070798289196e-131,-0.150459772342274,-4.16203776635542,3.14189551432007,0.428600000242955
"pt__00011",0.000468295393550168,8.3442629757235e-69,-0.139270881230553,-3.9068482858293,3.08495916358562,0.431800000231643
"pt__00021",0.00470760630342436,1.81094003589633e-53,-0.135505321613526,-4.02592183249952,2.98439625734503,0.438912217763117
"pt__00025",0.00151325238836675,1.05671663133764e-53,0.126596389970748,-3.16045907922737,4.14765105053513,0.438912217763117
"pt__00024",0.00685783479581516,1.5103997794691e-43,0.116305638947107,-3.19929334038358,4.11800945640487,0.440311937814233
"pt__00001",0.00420042372838526,9.06079190257557e-73,-0.114469548775011,-3.88829227218307,3.15974471060173,0.449000000171787
"pt__00003",0.005723998638337,4.80968205813744e-78,-0.106299983372151,-3.83478973080863,3.00900331154293,0.450200000167663
"pt__00016",0.00210970407038558,4.37806571288764e-60,0.102963869188905,-2.98569468754119,3.96445347282765,0.449400000170412
"pt__00055",0.0413593281199474,2.47946562418825e-05,0.102395035325973,-3.40310894270601,4.19607525959632,0.45000000016835
"pt__00031",0.0143165512116543,1.09493620125528e-17,0.0887081302180781,-3.20609180422537,4.20424684402838,0.458508298479541
"pt__00012",0.0136163325352222,3.32944241084764e-34,-0.0859273898557017,-3.95827105880921,3.27414358803616,0.457600000142356
"pt__00042",0.0950348325174405,2.84886095456063e-11,-0.0841901673841661,-3.9714898194371,3.53479426135792,0.457908418457587
"pt__00049",0.0478862711384839,3.91268653682513e-11,0.08377045316113,-3.43252023098446,3.95544928909387,0.456708658413683
"pt__00027",0.240868063456638,0.00077896043014821,0.0763036372563114,-3.24381361248033,3.7822274984795,0.465106978721111
"pt__00043",0.0651684298389944,9.67029382125646e-05,0.0759678194909592,-3.5485667795774,4.13195168765161,0.462907418640573
"pt__00057",0.0700799467971571,6.47558831259861e-11,-0.0753984682829409,-4.55729051132607,3.74418318678062,0.459000000137592
"pt__00041",0.134451863715666,0.00117304613740523,-0.0740125714073024,-3.76670055733103,3.30061305697083,0.466800000111157
"pt__00088",0.0580027623065248,3.26846934216103e-06,0.0730876910302062,-3.27308606295403,3.83800988522989,0.463400000122658
"pt__00008",0.185619596296703,8.96074123695908e-14,0.0722340898084222,-3.15272146395978,3.85652643256401,0.464800000117918
"pt__00054",0.0473874247184425,5.45412091838173e-08,0.0671495719456328,-3.26209547258725,4.11040410923666,0.463000000124012
"pt__00047",0.165723837086442,0.00733275003582619,-0.0667038667542499,-3.86751054953183,3.58774580562104,0.469306138874905
"pt__00086",0.273051357691782,0.0017607535306858,-0.0655523820891672,-3.86202918095069,3.50946400358369,0.468506298845607
"pt__00069",0.146021776123175,0.00860066883050515,-0.0646436072692876,-3.96368888122167,3.23081958916657,0.468600000105081
"pt__00092",0.102605397985324,1.72295913187175e-09,-0.0645509175126618,-3.91374051746675,3.34701798350038,0.466600000111833
"pt__00071",0.114664553590805,0.0014307950858267,0.0618801851064001,-3.56677248487278,3.94660477406009,0.468306338838283
"pt__00019",0.337560781168989,1.37419218166891e-07,0.0613988396549382,-3.31462110070222,3.54661563633238,0.470800000097667
"pt__00075",0.171510260357069,0.00129498387587273,0.0605909563466687,-3.53586505381009,3.85039994152279,0.470000000100361
"pt__00015",0.292737083462909,0.000899388309727367,-0.0594669388309949,-3.76867080653216,3.34162001594347,0.472800000090936
"pt__00040",0.0412966338040565,0.000364068675381446,0.0556659039983312,-3.35088342216281,4.1878880812679,0.46910617886758
"pt__00029",0.273061240558703,0.0111515372735641,0.0555978890169287,-3.47786180414396,3.8967875980922,0.473105379014088
"pt__00013",0.331259133252796,0.00381220137096124,0.0555926529942697,-3.34226505942572,3.67073761019804,0.474105179050721
"pt__00066",0.308783931594387,0.0296376202078253,-0.0553635752148255,-4.03527956660802,3.66519859676091,0.476104779123992
"pt__00077",0.373456086621438,0.0311260239186298,0.0542759754626895,-3.56492130312035,3.95716849533396,0.471705658962805
"pt__00023",0.415805733488372,0.0197908211663233,0.052722733979546,-3.35988300547694,3.87235276208907,0.4768000000775
"pt__00059",0.374138703942643,0.0427833934263963,-0.0523884437961253,-3.85061776606707,3.5746863844787,0.473800000087574
