"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"pt__00010",8.65033904100222e-12,4.52149333218838e-202,-0.193910748126815,-4.44073978301645,3.13667888763787,0.40540000032704
"pt__00017",5.31927823412691e-13,3.99193054869973e-184,-0.187189937104889,-4.14958770109887,2.96759670460779,0.415600000289584
"pt__00002",4.27100767687148e-11,2.39658098903919e-189,-0.179123731702606,-4.31215583669546,3.10573016482896,0.41471705688136
"pt__00003",8.93095785051282e-09,1.19827994678759e-137,-0.178699011954851,-3.85818111460869,2.87752728838915,0.421515697128744
"pt__00022",7.04692844241841e-10,1.64775742773437e-139,-0.172763224899366,-4.00899799420044,3.07224768355466,0.420515897092343
"pt__00001",8.15265105088527e-07,5.30150131484522e-95,-0.137978360323697,-3.89648449383919,2.91868510436123,0.437800000210593
"pt__00048",3.80308553716428e-05,8.35951358748722e-50,0.135576290493914,-3.1582559969552,4.13197182929428,0.434513097602534
"pt__00021",0.000607785948779657,8.72839630896191e-45,-0.113478727024233,-3.74095093870222,3.09333598339587,0.450200000167663
"pt__00009",0.000298942263603183,2.80767236807971e-46,0.113433440750856,-3.06514968469013,3.81615089622147,0.447800000175917
"pt__00012",0.00196391424930725,6.16487222552375e-33,-0.0986197601481318,-3.82282460815483,3.1857810879879,0.452400000160118
"pt__00011",0.000141815401286036,1.47591408137411e-39,-0.0893940000603589,-3.73381903874629,2.86213206181334,0.455800000148493
"pt__00057",3.87547141832946e-05,7.47783030694255e-24,-0.0845367634503202,-4.24128752100972,3.39651984154555,0.457108578428317
"pt__00088",0.00958027306661119,9.22846936442874e-18,0.0836369757247439,-3.54050294385273,4.04302335864688,0.459000000137592
"pt__00016",0.00151407371196696,7.1268305778916e-17,0.0782883229353304,-3.28673254542343,3.96298505768893,0.46490701871379
"pt__00024",0.0244160399952046,4.94894452158491e-11,0.0773994175516641,-3.38726352615901,3.71815680572802,0.46390721867718
"pt__00055",0.00647643830015406,5.06836291427201e-09,0.0757169408419463,-3.37790352341307,4.20620360164688,0.461800000128081
"pt__00004",0.0771999849241838,2.10387733711702e-11,-0.075647338729071,-3.51951973347368,3.24331334051305,0.468506298845607
"pt__00006",0.000498176549378337,2.81425737382667e-41,0.0740345835584949,-3.24655508066394,3.59121728200761,0.462707458633252
"pt__00032",0.00447170133235086,3.72234716024904e-18,0.0738795936277851,-3.30825891738036,3.9779688948717,0.466200000113184
"pt__00025",0.0432085482183711,1.15958061830004e-07,0.070962046652887,-3.42856634576571,3.86769546719208,0.461200000130117
"pt__00043",0.0312933229469576,0.00244124587282281,0.069792253125626,-3.37349676632656,3.91448777519572,0.464800000117918
"pt__00054",0.00502819480391128,1.25817703832639e-15,0.0682656573830013,-3.59714374446598,4.10903485616157,0.468506298845607
"pt__00065",0.160901971198583,0.00405780628302522,0.0667983894186828,-3.65952562564168,4.13611829394043,0.465506898735757
"pt__00031",0.00972919044765329,3.65844276704881e-10,0.0664738471260978,-3.55388355046814,3.8591755865601,0.46490701871379
"pt__00040",0.00119967015800655,8.7569208813666e-19,0.0658073314491294,-3.35405053640907,3.95453646907564,0.467000000110482
"pt__00075",0.0143399900652769,3.06232876101176e-12,0.0657516249678514,-3.6189409235324,3.95172628248706,0.469000000103732
"pt__00049",0.0424382456317665,7.77685179588922e-05,0.063194706712672,-3.51889344245185,4.01832149634044,0.468800000104406
"pt__00034",0.0856639202237706,8.50476171560229e-06,0.0624809682065022,-3.28793484001038,3.95329508959747,0.471905618970132
"pt__00029",0.140442375510211,0.000907268668761789,0.0558858121359095,-3.43586062696619,3.58994643406447,0.47150569895548
"pt__00018",0.12619307267737,1.26762296425824e-05,-0.0557316093885986,-3.56154350009856,3.36297994908633,0.473600000088246
"pt__00077",0.155771642906874,0.000148399265678931,0.0539811482666341,-3.44108461940329,3.99178502896872,0.472705458999436
"pt__00033",0.0162336682546579,2.66633930122124e-06,0.0500005364276742,-3.49780472581589,4.12207193010798,0.474305139058047
"pt__00071",0.0608866274836813,1.36497330897499e-06,0.0498458525527214,-3.65107956279903,4.13328487812389,0.473505299028741
"pt__00026",0.101333024805666,3.30195093682894e-14,-0.0489713705336237,-3.48262657276071,3.33644525954766,0.478000000073476
"pt__00130",0.284938996865013,0.00909896826672692,0.0484869252613385,-3.59468590253608,3.78678303497283,0.475704859109337
"pt__00144",0.128820454973081,0.000223235003709534,0.0415603894163786,-3.63242157013445,4.03746707651894,0.4797040592559
"pt__00099",0.34221102387542,0.00772010465121572,0.0411865577885171,-3.36284447032782,3.97268595316841,0.479000000070124
"pt__00019",0.226383842031115,0.000130540218403449,0.041109752304158,-3.30397116914579,3.72542455522772,0.481703659329192
"pt__00052",0.154844751888207,0.0112650255067142,0.0378941030930224,-3.66198093262414,4.01541002806046,0.483703259402489
"pt__00104",0.303180970950981,0.0282841154422572,0.0377190153966483,-3.99688752974349,3.77889302975864,0.479800000067444
"pt__00008",0.39881802713074,0.0116332319179383,0.0372797942779032,-3.4309327430023,3.80745671068025,0.480703859292545
"pt__00015",0.645379637172844,0.0301156116108328,-0.0350842210510974,-3.53681710402739,3.45941559341005,0.484600000051382
"pt__00064",0.190461735763682,0.0168578329284123,0.0320308644417203,-3.78967647821514,3.95753732698232,0.486302739497783
"pt__00005",0.231270762721949,0.00177943103923324,-0.0317034938639053,-3.63888058694132,3.3409749631502,0.486000000046703
"pt__00028",0.297960092057333,0.00155131694447107,0.027253637677636,-3.97331581217969,4.25053516872928,0.484600000051382
"pt__00014",0.446900135549768,0.041294897977379,0.0219445061535536,-3.32825824582128,3.62583930450288,0.490901819666398
